Latitude,Longitude,wname,distance_to_wetland
-37.257746,149.673703,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",975575.298221212
-36.872834,149.126839,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",922236.0761681169
-34.185552,150.945843,Balonne River Floodplain,694538.5741319009
-35.750029,147.939522,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",780884.5205263672
-31.784063,151.917436,Upper Coomera River,413928.6525141427
-32.589366,151.158384,Upper Coomera River,522831.71034065
-28.805476,153.438413,Upper Coomera River,65760.76462539575
-30.432461,152.891739,Upper Coomera River,245847.44764682406
-36.516815,149.759619,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",899137.7278560742
-35.962364,145.768772,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",806521.889404222
-33.622832,150.581565,Balonne River Floodplain,623984.156506823
-28.280559,153.248361,Upper Coomera River,5185.654192761286
-36.556838,149.582308,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",898755.6642348223
-28.677659,153.493785,Upper Coomera River,55074.66210329488
-33.221234,151.300738,Upper Coomera River,584494.4906893917
-34.665416,150.275687,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",725059.0094059036
-30.254675,152.739625,Upper Coomera River,228457.51307219642
-28.682762,153.528222,Upper Coomera River,57323.56269621456
-33.066935,149.266535,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",524161.45341359876
-29.685261,152.150456,Upper Coomera River,189489.50496722656
-30.152053,153.023733,Upper Coomera River,213304.64634371977
-34.254145,150.600346,Balonne River Floodplain,690999.1795513865
-28.634917,153.292822,Upper Coomera River,43428.4331824229
-33.765438,151.276258,Upper Coomera River,643076.6278304945
-28.797448,152.95307,Upper Coomera River,65256.04873615172
-32.280888,150.044003,Balonne River Floodplain,466076.21201045695
-34.894572,150.073835,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",740396.5512102674
-36.856584,149.872722,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",938067.9871197467
-28.446806,152.469998,Dalrymple and Blackfellow Creeks,51100.53172676177
-32.439462,151.974174,Upper Coomera River,483027.42462395254
-31.621404,152.670161,Upper Coomera River,380605.4560860522
-32.547668,151.469523,Upper Coomera River,508199.05712979636
-28.872952,153.326634,Upper Coomera River,70265.70014267835
-28.969483,152.13482,Dalrymple and Blackfellow Creeks,110688.9157351574
-33.797251,150.347983,Balonne River Floodplain,635378.7507327001
-35.363466,143.903629,Bulloo Lake,722471.5469783412
-32.152552,151.487064,Upper Coomera River,466130.60789765185
-36.028052,147.349648,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",807140.8908031359
-34.533962,150.393563,Balonne River Floodplain,715172.7876614489
-30.19043,153.134616,Upper Coomera River,217022.46517224773
-30.679107,150.657595,Balonne River Floodplain,337942.3885409981
-30.25437,153.020163,Upper Coomera River,224764.39989449427
-30.416614,152.838395,Upper Coomera River,244758.71039031303
-28.354153,153.274479,Upper Coomera River,13044.690406037604
-36.654409,149.84841,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",916071.5226869942
-33.290522,151.282801,Upper Coomera River,592360.8793223462
-33.538216,149.788288,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",592690.8442448537
-31.647603,151.500196,Upper Coomera River,413328.96673093445
-36.246916,150.137511,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",881822.5553800162
-36.843918,149.103213,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",918641.2844722553
-34.625102,150.536217,Balonne River Floodplain,728604.2360110043
-29.099652,151.757402,Dalrymple and Blackfellow Creeks,136035.22567639896
-32.271102,150.89448,Dalrymple and Blackfellow Creeks,498359.6703411989
-31.583938,152.484557,Upper Coomera River,379239.0677383391
-33.763105,150.660164,Balonne River Floodplain,641176.8028449088
-31.959524,151.341603,Upper Coomera River,451274.03525057074
-31.463716,152.648398,Upper Coomera River,363418.17745764705
-30.271012,152.860242,Upper Coomera River,228310.78962572356
-33.074777,151.518871,Upper Coomera River,562791.4349129576
-29.318298,152.375956,Upper Coomera River,143212.60667556396
-37.113523,149.24101,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",950490.424525336
-31.654652,151.518176,Upper Coomera River,413383.72673533676
-33.55752,150.90821,Balonne River Floodplain,628363.5491285357
-35.797142,147.930837,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",785982.4797199665
-33.280896,151.400749,Upper Coomera River,588006.1003008398
-28.644841,153.440156,Upper Coomera River,49331.364878723216
-28.58022,153.2381,Upper Coomera River,36542.78476426858
-30.470326,152.855236,Upper Coomera River,250498.78611460124
-34.297433,150.714169,Balonne River Floodplain,698921.355691678
-37.392459,148.334492,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",965873.584719339
-30.448716,152.908386,Upper Coomera River,247469.78359635244
-31.611768,151.657099,Upper Coomera River,403957.6081568989
-32.604384,151.711941,Upper Coomera River,507292.0637831525
-36.63748,149.987559,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",918166.8127676778
-29.45776,151.931551,Dalrymple and Blackfellow Creeks,168430.4044318406
-34.102014,150.554888,Balonne River Floodplain,673593.89201641
-30.351092,152.892257,Upper Coomera River,236792.24272238792
-31.571555,152.72132,Upper Coomera River,374449.5480209051
-28.882874,153.363992,Upper Coomera River,72067.93503384649
-33.200888,151.365395,Upper Coomera River,580474.6574765929
-34.604578,149.880596,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",703748.7512330734
-36.948758,149.786362,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",945550.1455601081
-33.69125,150.9836,Upper Coomera River,643626.8050171612
-28.558004,153.171148,Upper Coomera River,33983.45047203938
-31.570238,151.641126,Upper Coomera River,400206.95713935397
-36.738527,146.975783,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",885032.2434729767
-31.680414,152.574982,Upper Coomera River,388442.0701507022
-28.274253,153.225518,Upper Coomera River,3008.4969992119286
-35.419637,149.939548,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",789624.35590926
-29.811605,152.93809,Upper Coomera River,176277.74680841685
-31.231143,151.159658,Dalrymple and Blackfellow Creeks,379809.879084872
-33.980234,150.559044,Balonne River Floodplain,660854.2725885992
-35.734224,149.569833,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",811257.7165369029
-31.229879,149.763229,Balonne River Floodplain,347066.67715824867
-36.508228,147.412276,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",860593.5971369273
-30.420678,152.841512,Upper Coomera River,245167.27692494213
-30.442085,152.699057,Upper Coomera River,249811.05554538753
-33.121775,151.491286,Upper Coomera River,568557.1262401327
-30.338847,151.367863,Dalrymple and Blackfellow Creeks,278835.8361763651
-30.343042,152.529773,Upper Coomera River,242729.14283269036
-31.932158,151.934747,Upper Coomera River,429297.539766871
-30.446358,152.608953,Upper Coomera River,252085.59668854455
-36.480223,149.866492,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",898213.401700656
-31.251453,152.672087,Upper Coomera River,339583.95376137644
-31.932993,152.281953,Upper Coomera River,421290.1102333891
-30.275258,153.086669,Upper Coomera River,226701.5963981964
-31.817816,150.670738,Balonne River Floodplain,443979.91883495246
-36.304023,150.117286,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",887137.6253698688
-35.088659,150.549328,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",778331.9119289337
-36.085905,149.149832,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",838065.7963767514
-31.585113,151.292367,Dalrymple and Blackfellow Creeks,414413.7827258632
-30.207084,151.08679,Dalrymple and Blackfellow Creeks,275757.8803641455
-33.755294,149.942423,Balonne River Floodplain,620541.6176507425
-36.978621,149.225812,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",935663.0390237444
-36.370252,148.587527,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",857827.5196016878
-28.575255,153.431817,Upper Coomera River,42146.96426414453
-33.065391,151.143688,Upper Coomera River,572894.9664277538
-34.34593,150.628918,Balonne River Floodplain,701530.9701620267
-32.152579,151.487064,Upper Coomera River,466133.43007662374
-35.10995,147.405332,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",705576.2191188722
-33.234869,148.975634,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",530762.1271308316
-36.016159,148.327829,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",815109.6941623188
-30.65476,150.796364,Dalrymple and Blackfellow Creeks,332976.01033806213
-30.442396,152.903185,Upper Coomera River,246823.3264252826
-34.265745,150.223978,Balonne River Floodplain,682199.1010559861
-28.822601,153.384985,Upper Coomera River,66009.15067062859
-30.133303,152.70557,Upper Coomera River,215828.97656630175
-32.520363,151.801068,Upper Coomera River,495955.9364389084
-33.10602,150.32916,Balonne River Floodplain,561781.6164540579
-33.062667,151.418075,Upper Coomera River,564284.1874655915
-35.42505,149.052594,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",764904.7591777416
-33.647959,150.015329,Balonne River Floodplain,610688.7253147073
-30.416791,152.803254,Upper Coomera River,245279.67852731195
-32.283507,149.991996,Balonne River Floodplain,464666.53905502363
-28.54682,152.753552,Upper Coomera River,53868.44951745068
-30.416162,152.837615,Upper Coomera River,244719.21485464775
-36.52983,148.135054,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868906.827877793
-31.68163,152.288968,Upper Coomera River,393691.988098593
-32.789155,149.996518,Balonne River Floodplain,518271.60208224814
-36.379653,148.177416,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",852928.742176494
-28.437998,153.470826,Upper Coomera River,33019.007715445085
-30.426323,152.861112,Upper Coomera River,245537.07066172233
-35.383874,148.425879,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",747542.3053748157
-28.663197,153.454946,Upper Coomera River,51819.51410506506
-36.914718,149.268848,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",929703.3423496238
-36.911374,149.23131,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",928546.0548154765
-36.455309,149.690499,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",890784.4567005895
-32.798878,149.972339,Balonne River Floodplain,518619.9647305891
-33.616252,149.715448,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",597427.0827818421
-28.840445,153.017672,Upper Coomera River,67884.22455047951
-33.966262,148.944412,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",606544.7684068764
-28.869475,153.328549,Upper Coomera River,69914.29923465772
-34.24474,150.595119,Balonne River Floodplain,689853.4182974782
-30.403768,152.346634,Upper Coomera River,254398.809250505
-33.550704,148.966066,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",563420.8724433432
-35.175873,149.553314,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",752015.5315087293
-34.231303,150.747125,Balonne River Floodplain,692968.9049345796
-36.725966,149.677528,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919135.9207076258
-33.357681,151.381425,Upper Coomera River,596723.8722359805
-30.505198,151.369548,Dalrymple and Blackfellow Creeks,296365.27861047816
-29.923302,152.752433,Upper Coomera River,191884.15813242996
-32.244285,148.596349,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",414878.72778857563
-31.588091,152.190699,Upper Coomera River,385732.40537327214
-34.86739,150.616803,Balonne River Floodplain,756548.605756692
-34.246597,150.666667,Balonne River Floodplain,692146.6060492462
-34.265521,150.225521,Balonne River Floodplain,682212.6860235729
-28.262832,153.483214,Upper Coomera River,26875.13038234609
-36.61349,149.863671,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",912173.9934791189
-32.92844,151.296392,Upper Coomera River,553685.4592525393
-36.658777,149.854164,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",916689.147027164
-30.114287,152.998987,Upper Coomera River,209291.60087678858
-28.419043,153.279056,Upper Coomera River,19768.87060057241
-32.767947,151.967033,Upper Coomera River,518848.63103229454
-36.715451,149.605523,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",916202.5041359616
-37.281787,149.882369,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",983284.7223446867
-30.451469,150.738308,Dalrymple and Blackfellow Creeks,315514.4044734541
-29.974821,151.849338,Dalrymple and Blackfellow Creeks,226655.9245064395
-28.754659,153.553577,Upper Coomera River,65451.03319951963
-32.507632,151.685664,Upper Coomera River,497649.05336839124
-28.30778,152.46559,Dalrymple and Blackfellow Creeks,35823.65309022742
-34.164743,150.750054,Balonne River Floodplain,686074.608520144
-36.665555,149.841582,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917062.008569802
-33.959138,148.952383,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",606022.823855486
-30.597136,151.083993,Dalrymple and Blackfellow Creeks,315636.46164741373
-34.056768,150.038028,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",654657.9951948709
-36.905496,149.279797,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",928947.9162108221
-30.431303,152.719917,Upper Coomera River,248246.3121861306
-31.353684,151.28815,Dalrymple and Blackfellow Creeks,389484.8881447126
-30.875092,150.873206,Dalrymple and Blackfellow Creeks,352154.1781998805
-36.652377,149.62355,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",909950.61059011
-30.068616,151.342446,Dalrymple and Blackfellow Creeks,251503.3196561313
-28.779088,153.327821,Upper Coomera River,59949.86844570551
-37.148192,149.842749,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",968124.2121486883
-30.427037,152.812928,Upper Coomera River,246271.9293883024
-35.975775,148.871875,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",820221.3387422789
-31.93406,152.28677,Upper Coomera River,421311.6871155841
-28.764065,153.382682,Upper Coomera River,59641.10235657612
-36.287196,148.323611,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",844726.0699796453
-35.939728,148.577776,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",810764.74572261
-34.101422,150.738726,Balonne River Floodplain,679082.7337700207
-36.175021,149.347271,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",852251.9831657673
-35.178597,147.616985,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",714646.8255768557
-33.836932,150.359795,Balonne River Floodplain,639925.8668002707
-35.302452,148.23374,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",735524.7564150034
-36.898375,149.269575,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927963.2706992365
-31.565423,151.244558,Dalrymple and Blackfellow Creeks,413432.24656739784
-36.455476,150.046974,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",900819.306743856
-34.502009,148.877786,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",661741.4468746566
-28.240465,153.474886,Upper Coomera River,26042.900531259165
-32.251502,151.94572,Upper Coomera River,463374.02728768485
-28.471748,153.250503,Upper Coomera River,24675.09161831411
-31.438526,152.671408,Upper Coomera River,360314.1503592619
-32.25669,149.94937,Balonne River Floodplain,460494.11747230287
-32.527321,148.922022,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",455993.09549200564
-33.276622,151.399828,Upper Coomera River,587575.6888782927
-30.44028,152.699062,Upper Coomera River,249612.54406980315
-31.429382,152.665403,Upper Coomera River,359381.95561605605
-35.614685,149.349854,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",792616.7681662345
-35.669201,149.664528,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",807119.3299245279
-33.370255,151.182355,Upper Coomera River,603760.6230268078
-33.41527,151.429396,Upper Coomera River,601587.996749957
-34.510907,150.760081,Balonne River Floodplain,722777.5881734771
-35.514958,149.048329,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",774444.7079942632
-30.437982,152.879196,Upper Coomera River,246609.12121953504
-30.588093,150.68377,Dalrymple and Blackfellow Creeks,331395.2976146948
-32.656706,151.751218,Upper Coomera River,511885.9368773854
-28.437911,153.47673,Upper Coomera River,33463.33618736986
-33.691928,149.573304,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",599386.8698917323
-28.76823,153.526996,Upper Coomera River,65491.146396422504
-35.118995,148.193764,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",714805.548183404
-37.138363,149.770795,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",965260.3996226183
-33.274091,151.402062,Upper Coomera River,587244.4472579673
-36.431087,149.810337,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",891473.6944998138
-31.743063,152.478438,Upper Coomera River,396863.4269708519
-30.25318,153.017784,Upper Coomera River,224649.1347735404
-31.710395,152.284569,Upper Coomera River,396922.22910120524
-33.032094,151.354781,Upper Coomera River,562870.8592162239
-32.356538,152.194273,Upper Coomera River,469333.6782992822
-35.443509,149.799444,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",787588.8843385894
-34.732892,150.770475,Balonne River Floodplain,746511.4847381023
-30.480271,152.873454,Upper Coomera River,251379.29707984536
-36.949274,149.478729,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",938082.9141804875
-29.859142,152.432667,Upper Coomera River,194368.30969633095
-35.985712,146.76395,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",801772.2242008626
-28.719196,152.420506,Dalrymple and Blackfellow Creeks,80725.15719990381
-35.066524,147.732744,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",703276.9005270918
-34.267755,150.551054,Balonne River Floodplain,691030.6125120883
-28.500183,152.849682,Upper Coomera River,43367.868135883175
-31.898848,152.227225,Upper Coomera River,418681.3573505716
-31.461618,152.664267,Upper Coomera River,362968.94277106656
-33.049293,151.395686,Upper Coomera River,563503.1175016788
-31.464254,149.338494,Balonne River Floodplain,358604.77314582944
-36.908629,149.238176,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",928395.9822669846
-33.349016,151.391089,Upper Coomera River,595535.9504411644
-29.915812,152.652407,Upper Coomera River,193463.50325717955
-28.441201,153.244213,Upper Coomera River,21195.746685560873
-35.114309,148.44791,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",718535.2404558941
-31.43766,152.460263,Upper Coomera River,363596.1286537599
-28.845576,153.472433,Upper Coomera River,71133.01309454965
-36.834779,149.647685,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",929940.642852098
-34.517788,150.565842,Balonne River Floodplain,717982.2931110087
-33.158803,148.596061,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",510902.5749559576
-32.029441,151.378671,Upper Coomera River,457105.58309553185
-35.861869,149.135628,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",813700.6298488779
-32.637057,151.599868,Upper Coomera River,513843.23552741075
-28.781906,153.519106,Upper Coomera River,66488.27716286607
-34.408334,150.801409,Balonne River Floodplain,713223.339932335
-28.739073,153.48719,Upper Coomera River,60807.671776560834
-37.264537,149.672252,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",976263.7336535745
-34.737449,149.72748,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",711980.13105509
-31.836976,152.027446,Upper Coomera River,416643.01943453227
-29.916554,152.702746,Upper Coomera River,192281.13922552063
-30.327725,152.711587,Upper Coomera River,237010.9434201654
-28.787741,153.515099,Upper Coomera River,66894.63748296637
-28.698511,153.530803,Upper Coomera River,58941.79388122314
-36.371838,149.909441,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",888036.8668741402
-34.693278,150.619048,Balonne River Floodplain,738084.5140042845
-34.295911,150.428774,Balonne River Floodplain,690661.3472832184
-33.658749,150.60593,Balonne River Floodplain,628522.4538450442
-28.88906,153.43637,Upper Coomera River,74567.1392823299
-34.043277,150.891366,Balonne River Floodplain,677943.7146010788
-33.075148,148.867356,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",510500.353242298
-29.338109,153.11844,Upper Coomera River,121623.31455773933
-30.111551,153.015048,Upper Coomera River,208848.9929967245
-28.368361,153.355913,Upper Coomera River,19462.52073500674
-30.433455,152.759921,Upper Coomera River,247799.59185294676
-32.644844,148.985293,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",470391.52154489426
-32.288365,151.467716,Upper Coomera River,480983.1278324194
-29.856853,152.540354,Upper Coomera River,190433.9824038694
-35.400909,148.170633,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",745393.8313615513
-34.58446,150.09892,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",709942.3004178641
-28.990642,151.966684,Dalrymple and Blackfellow Creeks,117210.48581359097
-34.368139,150.167209,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",690982.8927974134
-33.899956,150.55707,Balonne River Floodplain,652331.0462835843
-33.138578,148.584164,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",508414.0064075182
-33.348226,151.38741,Upper Coomera River,595551.9566259456
-28.546701,153.394936,Upper Coomera River,37573.37999670105
-30.162443,152.56139,Upper Coomera River,222433.86478506424
-28.785002,152.119545,Dalrymple and Blackfellow Creeks,90850.13059027799
-34.48281,150.726456,Balonne River Floodplain,718825.300152727
-34.474393,150.422718,Balonne River Floodplain,709549.1777653494
-30.75644,150.72422,Dalrymple and Blackfellow Creeks,346230.77436319436
-28.882991,153.362209,Upper Coomera River,72043.08710803592
-33.505002,151.307653,Upper Coomera River,614451.1685057485
-30.305614,151.551212,Dalrymple and Blackfellow Creeks,269770.3619030471
-28.552769,153.477503,Upper Coomera River,42624.38881828512
-36.725802,149.33141,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",910805.5196098408
-31.970847,151.910231,Upper Coomera River,434103.42115581105
-33.856431,150.170905,Balonne River Floodplain,636955.4090212901
-33.403173,148.404514,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",532002.6310876653
-33.818909,150.028985,Balonne River Floodplain,629426.6092879933
-31.423356,151.649119,Upper Coomera River,384734.94103429175
-34.486933,150.187222,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",703653.6506050978
-33.348379,151.320542,Upper Coomera River,597423.5492610765
-32.299689,148.626229,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",421670.7976585738
-30.443552,152.621825,Upper Coomera River,251503.81977571044
-30.232189,151.129697,Dalrymple and Blackfellow Creeks,276513.66070568934
-35.412225,150.196195,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",797638.8128793279
-36.415404,148.587141,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",862741.1795199164
-33.062285,151.424644,Upper Coomera River,564057.3896840619
-36.410407,148.495869,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",860742.4792632712
-28.871706,153.312761,Upper Coomera River,69906.92062834141
-28.728255,153.458825,Upper Coomera River,58518.09857660854
-28.832237,153.569351,Upper Coomera River,73750.76909225906
-28.675172,153.30102,Upper Coomera River,48010.48507901681
-34.273119,150.223005,Balonne River Floodplain,682967.5698179798
-31.944405,151.290347,Upper Coomera River,451668.95646166627
-33.846792,150.576891,Balonne River Floodplain,647337.2545288132
-28.817554,153.418303,Upper Coomera River,66399.75706967739
-34.448586,150.177948,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",699447.155543161
-34.431341,150.440256,Balonne River Floodplain,705409.5732221268
-33.287521,151.395608,Upper Coomera River,588853.6870385701
-32.332599,150.752924,Balonne River Floodplain,498370.79921019246
-30.127256,153.052049,Upper Coomera River,210332.28400574432
-30.125419,152.631506,Upper Coomera River,216653.10656722638
-30.438389,152.66366,Upper Coomera River,250082.2063491111
-35.326009,148.178299,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",737284.519779368
-32.419315,151.555229,Upper Coomera River,492024.68333598383
-32.307997,151.914687,Upper Coomera River,470233.0575004963
-29.838925,152.314319,Upper Coomera River,196927.93683782508
-28.591554,153.414804,Upper Coomera River,42904.63429071267
-33.059882,151.313053,Upper Coomera River,567050.5645206122
-30.485809,152.795677,Upper Coomera River,253032.03462690857
-30.05439,152.980333,Upper Coomera River,202786.53031661117
-34.865768,149.992896,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",734500.3432841414
-32.477903,149.262349,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",465165.52060791786
-28.745073,153.443259,Upper Coomera River,59631.41744496539
-31.79395,152.32996,Upper Coomera River,405132.93806745944
-28.727064,153.260734,Upper Coomera River,53153.96832685341
-33.248558,151.313675,Upper Coomera River,587016.8528002391
-30.26292,151.418708,Dalrymple and Blackfellow Creeks,269191.725293477
-36.344175,149.408151,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",871789.0606892614
-36.901388,149.260208,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",928086.3238420357
-34.490787,150.337121,Balonne River Floodplain,709133.4142389623
-33.584806,150.248548,Balonne River Floodplain,610013.3700968194
-28.531117,153.169499,Upper Coomera River,30993.652987417634
-31.720033,151.804156,Upper Coomera River,410477.45102229365
-33.211596,151.276165,Upper Coomera River,584195.3477934824
-34.48627,150.408709,Balonne River Floodplain,710457.3882369946
-31.372645,149.326597,Balonne River Floodplain,348425.24243911926
-32.107409,152.350088,Upper Coomera River,439139.5384878353
-32.275598,151.899047,Upper Coomera River,467132.54122343654
-30.217494,151.275064,Dalrymple and Blackfellow Creeks,269375.98957507533
-36.596121,149.835854,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",909579.6976646858
-36.888558,149.660762,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",935982.7262025557
-34.073244,151.054508,Upper Coomera River,681917.5934715734
-32.834585,148.997038,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",490205.6127374141
-36.844952,149.429099,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",925784.6386004018
-36.310532,148.624631,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",851943.5921421152
-28.467108,153.26014,Upper Coomera River,24370.16469414976
-28.757957,153.476616,Upper Coomera River,62263.582297786
-36.915357,149.235195,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",929056.3228728741
-30.458185,152.899003,Upper Coomera River,248627.11919964306
-30.428601,152.86545,Upper Coomera River,245735.27789197073
-35.126236,147.963901,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",712427.4879977611
-29.173892,150.995386,Dalrymple and Blackfellow Creeks,185488.2599525903
-36.890085,149.305298,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927845.996896185
-29.895028,151.747886,Dalrymple and Blackfellow Creeks,220335.41486693878
-29.297267,151.110313,Dalrymple and Blackfellow Creeks,188320.9161600005
-36.645917,149.630017,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",909428.129400901
-36.085055,146.976674,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",812611.4393579314
-33.637949,149.937623,Balonne River Floodplain,607756.9277237942
-32.426732,152.178807,Upper Coomera River,477311.26701227383
-32.320941,151.423992,Upper Coomera River,485829.3143519542
-33.073304,151.465388,Upper Coomera River,564091.3513095415
-33.627112,149.114249,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",576209.715057019
-29.702201,152.929475,Upper Coomera River,164278.3120472086
-34.189962,150.942156,Balonne River Floodplain,694874.7809556526
-34.329686,149.684373,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",668522.0878708547
-33.604447,150.154248,Balonne River Floodplain,609549.9272620464
-29.451787,152.674432,Upper Coomera River,143373.41215460718
-33.665016,148.544898,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",563622.5006794254
-28.626617,153.214756,Upper Coomera River,41587.02748462937
-33.637949,149.938124,Balonne River Floodplain,607768.6190660105
-36.915855,149.209709,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",928574.5419450917
-31.6797,152.446491,Upper Coomera River,390434.8833473407
-36.920066,149.223802,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",929322.7526051046
-31.933582,152.295928,Upper Coomera River,421079.8645330015
-34.858453,148.984385,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",702566.9201104321
