Platypus_ID,Latitude,Longitude,Nearest_Wetland,Distance (m)
17215,-30.245427,153.119655,Upper Coomera River,223229.64884436328
17217,-34.214958,150.994003,Upper Coomera River,698655.4289696098
17218,-34.410692,150.196081,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",696405.3914382135
17219,-36.490918,149.726859,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",895520.7419843625
17221,-32.846977,148.969043,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",490443.82537662575
17223,-29.927975,152.707267,Upper Coomera River,193413.80192966477
17225,-36.2925,148.517561,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",848215.4890529364
17226,-32.235185,151.839734,Upper Coomera River,464324.7644145166
17227,-30.41621,152.848739,Upper Coomera River,244574.95575820337
17228,-31.273592,152.403034,Upper Coomera River,346766.9431155776
17229,-33.322831,150.904391,Balonne River Floodplain,604226.4123571898
17230,-29.624672,152.807915,Upper Coomera River,158086.91135809832
17231,-31.604342,151.892974,Upper Coomera River,395519.3761416251
17232,-35.987604,147.844575,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",806106.2603853528
17233,-30.105127,153.187559,Upper Coomera River,207372.41807629107
17235,-35.713254,149.407173,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",804600.8268888869
17236,-32.723786,151.621951,Upper Coomera River,522487.3565413475
17238,-28.707553,153.591242,Upper Coomera River,63090.13164543863
17239,-28.797929,153.453634,Upper Coomera River,65496.38033914153
17241,-28.59786,153.401598,Upper Coomera River,42941.8200132521
17242,-33.573454,148.978285,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",566192.5160571747
17244,-36.567549,149.810218,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",905865.7243573489
17245,-35.374894,149.23701,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",764155.357729388
17246,-36.996615,149.664525,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",947564.8855347934
17247,-34.776939,149.089078,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",696606.4522689609
17248,-32.470706,150.895426,Balonne River Floodplain,518191.65327088843
17249,-33.3168,148.626994,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",528574.233102168
17250,-33.053866,151.518108,Upper Coomera River,560576.7872794801
17251,-30.448846,152.695911,Upper Coomera River,250612.46384574132
17252,-36.583856,149.583209,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",901650.7286455501
17253,-34.491575,150.332904,Balonne River Floodplain,709113.3194116486
17254,-28.816295,153.50344,Upper Coomera River,69288.11313798133
17257,-33.499301,150.423035,Balonne River Floodplain,606056.2169136817
17258,-28.816608,153.330181,Upper Coomera River,64118.220932838245
17259,-34.090148,150.114876,Balonne River Floodplain,660686.2684747563
17261,-31.066959,151.033547,Dalrymple and Blackfellow Creeks,366339.3846920488
17262,-31.713369,152.29254,Upper Coomera River,397080.10223692487
17263,-30.097995,152.015256,Upper Coomera River,235875.2436234086
17264,-28.688572,153.521176,Upper Coomera River,57502.1451158919
17265,-34.290237,148.824963,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",637739.3725102937
17266,-33.455528,150.716645,Balonne River Floodplain,611057.7876087328
17267,-33.656136,150.957097,Balonne River Floodplain,640254.6897628506
17268,-30.010936,152.31535,Upper Coomera River,214411.3129169384
17269,-33.609353,150.56093,Balonne River Floodplain,621915.3392885734
17270,-29.09719,153.385298,Upper Coomera River,96024.37915033897
17271,-35.796642,147.956875,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",786212.8002737096
17272,-36.501281,148.838329,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",876465.2750044861
17273,-28.739534,153.392081,Upper Coomera River,57297.176517838096
17274,-32.380264,149.400169,Balonne River Floodplain,459433.0519987048
17275,-35.452771,149.719914,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",786084.4712652705
17277,-34.878994,146.837007,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",678680.6118171092
17278,-28.797854,153.491066,Upper Coomera River,66910.02418577379
17279,-29.583667,152.536184,Upper Coomera River,162062.21444121323
17280,-30.369751,152.900915,Upper Coomera River,238765.46059597618
17281,-31.110208,152.724903,Upper Coomera River,323205.6854253554
17283,-35.421294,149.26252,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",769759.8868605039
17284,-35.362276,149.238829,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",762859.6158803971
17285,-33.892652,150.874043,Balonne River Floodplain,661728.7335754926
17286,-30.10823,152.715643,Upper Coomera River,212875.58093615566
17287,-32.483016,150.904609,Balonne River Floodplain,519808.0279993176
17288,-33.784084,149.740531,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",615264.1882945608
17291,-36.465775,149.411909,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",884859.3196568117
17292,-36.582953,149.562989,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",901047.98323121
17293,-29.16182,150.975572,Dalrymple and Blackfellow Creeks,185888.9727031079
17294,-35.975186,145.998803,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",805298.1461713314
17295,-32.271473,151.949915,Upper Coomera River,465427.4460520648
17296,-37.260566,149.908135,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",981699.6580816575
17297,-30.283229,153.047765,Upper Coomera River,227803.63019544585
17299,-36.51199,149.27615,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",886640.150009852
17301,-32.968329,148.851259,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",498838.14365296124
17304,-36.882775,149.907357,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",941763.2455336418
17305,-30.238108,151.429363,Dalrymple and Blackfellow Creeks,266231.5877542754
17306,-33.55142,150.655915,Balonne River Floodplain,618951.6310853292
17308,-29.755346,152.761638,Upper Coomera River,173375.82913930865
17309,-29.591227,152.774934,Upper Coomera River,155257.72573455184
17310,-30.186697,152.677429,Upper Coomera River,222263.99149678327
17311,-33.423562,151.39199,Upper Coomera River,603469.6378937198
17312,-36.066318,144.980154,Lake Numalla Aggregation,811818.0784568929
17313,-29.924352,150.37522,Balonne River Floodplain,257890.84364102487
17314,-33.638451,149.937121,Balonne River Floodplain,607799.4093195683
17315,-34.213736,151.000052,Upper Coomera River,698356.128490826
17316,-36.895082,149.213689,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",926423.1491247951
17317,-32.434344,151.563718,Upper Coomera River,493359.5225130228
17318,-33.255616,151.333272,Upper Coomera River,587204.115829109
17319,-31.385572,152.527323,Upper Coomera River,356669.95674880716
17320,-30.428702,152.705853,Upper Coomera River,248214.51457476855
17322,-34.635878,149.960745,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",709891.3763986444
17323,-28.580014,153.273511,Upper Coomera River,37021.09434536613
17324,-32.278253,151.863529,Upper Coomera River,468325.08800818986
17325,-31.706582,152.659984,Upper Coomera River,390181.2607647329
17326,-28.739512,152.627706,Upper Coomera River,77394.12471170111
17328,-32.503826,151.840567,Upper Coomera River,493180.6149081637
17329,-29.031212,151.742656,Dalrymple and Blackfellow Creeks,129741.5203021368
17330,-33.579296,150.638257,Balonne River Floodplain,621272.3438417184
17332,-35.813958,147.190293,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",782842.0686118176
17333,-35.837863,147.662468,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",787973.952017924
17334,-30.26644,153.078013,Upper Coomera River,225756.1222889102
17335,-36.5156,149.750656,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",898768.2495014741
17336,-31.566488,151.951922,Upper Coomera River,389750.07154352777
17337,-34.531908,150.399036,Balonne River Floodplain,715091.671063998
17338,-30.242274,152.592442,Upper Coomera River,230267.35807589474
17339,-34.936934,146.919539,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",685052.3955931675
17340,-28.519338,153.105831,Upper Coomera River,30911.671706403762
17341,-34.534139,150.396269,Balonne River Floodplain,715260.2440625831
17342,-34.735491,150.62339,Balonne River Floodplain,742689.5312473522
17343,-32.260644,150.641803,Balonne River Floodplain,486523.9460197282
17344,-30.966222,151.347282,Dalrymple and Blackfellow Creeks,346229.40287297143
17345,-35.393348,148.171398,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",744574.9038358813
17347,-34.502039,150.391277,Balonne River Floodplain,711698.7270075447
17348,-35.874699,147.990805,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",795191.5383623455
17349,-35.754843,149.650433,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",815719.4471346537
17350,-32.228751,150.336181,Balonne River Floodplain,471048.18231115036
17351,-28.816259,153.323463,Upper Coomera River,63955.65234583476
17352,-28.722004,153.510527,Upper Coomera River,60187.59485206332
17353,-30.151049,152.698699,Upper Coomera River,217914.04503203803
17354,-36.641074,149.869824,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",915250.9100988541
17355,-30.415245,152.826684,Upper Coomera River,244769.01299272507
17356,-31.480282,152.653075,Upper Coomera River,365188.5189869378
17358,-28.870253,153.47717,Upper Coomera River,73878.14466316138
17359,-35.146002,148.196144,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",717803.1712198833
17360,-32.191732,148.604152,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",409727.0690636376
17362,-30.616917,152.962716,Upper Coomera River,265706.3289397358
17363,-33.821252,149.613754,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",614051.1546647776
17364,-32.015917,151.316619,Upper Coomera River,457993.22611758095
17365,-36.756456,148.435253,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",897643.8428734909
17366,-34.60392,150.084403,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",711342.1518238512
17367,-36.368627,149.212498,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",869827.3572168275
17368,-28.837497,153.334802,Upper Coomera River,66503.23778312666
17369,-32.064247,152.540003,Upper Coomera River,431391.7907477874
17370,-37.276625,149.659711,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",977252.6081214758
17371,-34.156194,150.800713,Balonne River Floodplain,686769.9178936649
17372,-30.715276,151.093035,Dalrymple and Blackfellow Creeks,327554.33232697315
17373,-31.452921,152.548175,Upper Coomera River,363739.4772743989
17374,-35.837879,149.975314,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",834190.5591363753
17375,-28.576445,153.425393,Upper Coomera River,41938.806587741274
17376,-36.649504,149.865005,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",916007.4944270268
17379,-30.390486,152.876692,Upper Coomera River,241360.48232824702
17380,-30.965832,150.200741,Balonne River Floodplain,339233.19515092997
17381,-36.790061,148.78982,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",906921.297230479
17382,-33.808581,149.538622,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",609916.3508288531
17383,-36.952225,149.191354,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",932107.4852997347
17384,-31.177066,151.596234,Upper Coomera River,361624.1026633976
17385,-34.192926,149.832488,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",660100.3793247431
17386,-36.656708,146.856924,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",876011.925367104
17387,-34.641369,150.124684,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",716678.8251662219
17388,-33.218139,151.285683,Upper Coomera River,584607.4194410308
17389,-34.142712,150.987037,Upper Coomera River,691192.0072443043
17390,-34.62099,146.205505,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",653605.2351387972
17391,-36.857973,149.391803,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",926326.45568992
17392,-32.411279,149.372994,Balonne River Floodplain,462265.27127077035
17393,-29.470515,151.481861,Dalrymple and Blackfellow Creeks,185014.33129495627
17394,-31.447333,152.581943,Upper Coomera River,362583.9642421188
17395,-29.583668,152.928796,Upper Coomera River,151184.08857008585
17396,-28.887084,153.376418,Upper Coomera River,72800.1922144762
17397,-34.570777,149.168318,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",676946.6439351058
17399,-34.219284,149.990376,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",668945.7292246899
17400,-32.985968,151.141654,Upper Coomera River,564652.005665076
17401,-32.59093,149.583694,Balonne River Floodplain,486332.9581274931
17402,-36.470279,149.412049,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",885343.5963074279
17403,-33.745408,150.693624,Balonne River Floodplain,640411.498296304
17404,-32.200442,151.399261,Upper Coomera River,474096.44695266173
17405,-34.745786,149.193897,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",696188.9333502714
17406,-33.153635,151.257188,Upper Coomera River,578634.7316684665
17407,-33.12204,150.32265,Balonne River Floodplain,563258.909178526
17408,-33.526749,149.850971,Balonne River Floodplain,593747.9695248252
17410,-34.267055,150.55158,Balonne River Floodplain,690971.287306993
17411,-28.755849,153.552388,Upper Coomera River,65505.90116214871
17412,-32.164592,151.586478,Upper Coomera River,464172.7431593259
17413,-30.444659,152.913598,Upper Coomera River,246961.88646058607
17414,-35.44166,150.250654,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",802586.357845463
17415,-30.412568,152.851156,Upper Coomera River,244138.82829069401
17416,-31.388323,152.445786,Upper Coomera River,358458.12139096897
17417,-33.614452,150.2298,Balonne River Floodplain,612652.2770233158
17419,-28.73919,152.631497,Upper Coomera River,77111.63131536065
17420,-34.460921,150.837578,Balonne River Floodplain,719850.3632236135
17421,-32.323239,151.9408,Upper Coomera River,471239.06277105666
17422,-28.717547,153.50106,Upper Coomera River,59303.69543512381
17423,-34.098974,149.448464,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",636466.7519529054
17424,-31.921929,152.335253,Upper Coomera River,419051.0865078694
17425,-28.373715,153.408261,Upper Coomera River,23871.464123304457
17428,-36.91175,149.20281,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927988.8968676075
17429,-28.308399,153.462275,Upper Coomera River,25660.347957334463
17430,-36.088722,146.906296,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",813025.1827955493
17431,-31.056251,151.029978,Dalrymple and Blackfellow Creeks,365333.2318023231
17432,-32.145448,151.039709,Dalrymple and Blackfellow Creeks,481106.6545180948
17433,-29.845914,151.827864,Dalrymple and Blackfellow Creeks,213060.5851551139
17434,-28.348016,153.212431,Upper Coomera River,10377.284952078706
17435,-31.84186,152.375108,Upper Coomera River,409529.5863555411
17437,-33.408883,148.391427,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",532302.5066696873
17438,-30.101795,153.030396,Upper Coomera River,207638.223787495
17439,-35.627827,149.613485,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",801284.4121601351
17440,-29.226039,151.117519,Dalrymple and Blackfellow Creeks,181773.94508712657
17441,-33.19653,150.32822,Balonne River Floodplain,571264.5553794838
17442,-31.274717,151.945615,Upper Coomera River,359040.4060077328
17444,-36.873772,149.907016,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",940804.189337608
17445,-30.087078,152.286796,Upper Coomera River,223325.71867807885
17449,-30.947331,150.81561,Dalrymple and Blackfellow Creeks,361767.000369311
17450,-36.642264,149.591427,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",908067.4703856838
17451,-31.35545,152.088034,Upper Coomera River,363348.0479283904
17452,-28.673527,153.390415,Upper Coomera River,50277.06235802225
17453,-35.579119,148.304137,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766905.6518671119
17454,-33.746133,149.943732,Balonne River Floodplain,619581.7952598132
17455,-36.169865,149.091537,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",845788.3343984495
17456,-29.737228,150.407302,Balonne River Floodplain,246301.73397659799
17457,-36.467019,148.635749,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",869167.2004241989
17458,-36.924153,149.246677,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",930244.8754291885
17459,-29.099452,152.568115,Upper Coomera River,112556.06514998779
17460,-32.579988,151.096067,Upper Coomera River,524090.88278352603
17461,-33.205447,149.451476,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",545509.6325048091
17462,-34.418266,150.344356,Balonne River Floodplain,701543.7350730206
17463,-30.624173,151.111109,Dalrymple and Blackfellow Creeks,317448.5021363665
17464,-33.716667,150.489846,Balonne River Floodplain,630987.1224919641
17465,-30.203874,152.910351,Upper Coomera River,220206.39103074223
17467,-32.639813,151.756462,Upper Coomera River,509936.2573071392
17469,-29.979198,152.724306,Upper Coomera River,198599.28091749406
17470,-32.545811,149.660265,Balonne River Floodplain,483267.7086728253
17471,-30.40157,152.84463,Upper Coomera River,243005.4254203003
17472,-36.008459,146.597521,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",804777.8254904256
17474,-32.769758,149.797014,Balonne River Floodplain,510797.77292502637
17475,-34.912349,149.325838,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",717564.7453148306
17476,-37.135036,149.356073,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",955231.8225890308
17477,-36.682422,149.85882,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919310.3569861437
17478,-30.372689,152.29097,Upper Coomera River,252899.95172628475
17479,-30.354741,152.922042,Upper Coomera River,236858.4312159406
17480,-30.439674,152.884962,Upper Coomera River,246728.74664279804
17481,-30.682676,150.663544,Balonne River Floodplain,338610.8372200596
17484,-33.00383,151.402939,Upper Coomera River,558467.4531651484
17485,-30.336154,152.712737,Upper Coomera River,237914.9191138559
17486,-31.47709,152.746304,Upper Coomera River,363666.1443961897
17487,-28.720628,153.360183,Upper Coomera River,54351.52780117703
17488,-35.258273,150.257052,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",784134.8201276405
17489,-28.818674,153.492137,Upper Coomera River,69081.73342738608
17490,-34.577095,150.255126,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",715406.0741792292
17491,-33.396918,150.226097,Balonne River Floodplain,589408.6540522503
17492,-28.464515,153.264311,Upper Coomera River,24188.20494811562
17494,-29.862658,152.621012,Upper Coomera River,188610.88530431577
17495,-29.441228,151.844581,Dalrymple and Blackfellow Creeks,168902.10856587003
17497,-30.148639,151.075657,Dalrymple and Blackfellow Creeks,270383.25378767174
17498,-32.911738,149.017276,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",498861.65744876885
17501,-34.48334,150.32996,Balonne River Floodplain,708157.4100076531
17502,-36.898505,149.268368,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927951.332978307
17503,-35.569378,145.00723,Lake Numalla Aggregation,757012.0580040896
17504,-30.463144,152.89431,Upper Coomera River,249231.67342385792
17505,-33.414746,149.89968,Balonne River Floodplain,582777.3526042772
17506,-31.900703,152.238998,Upper Coomera River,418636.51449313515
17507,-29.782145,151.112746,Dalrymple and Blackfellow Creeks,232722.66613210007
17508,-37.365023,149.711378,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",987895.7577507226
17509,-28.817397,153.415385,Upper Coomera River,66295.30489628999
17510,-28.597153,153.059159,Upper Coomera River,40620.32756510091
17511,-32.765884,149.008045,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",483594.71484079724
17514,-34.47807,150.321551,Balonne River Floodplain,707384.2824388456
17515,-30.227669,152.857527,Upper Coomera River,223542.9036668467
17516,-33.742844,150.477761,Balonne River Floodplain,633383.0569744759
17517,-31.408945,152.685937,Upper Coomera River,356842.4324741466
17518,-36.070837,149.147656,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",836398.84225353
17519,-33.269334,148.759373,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",527420.583985997
17520,-30.450928,152.628725,Upper Coomera River,252164.83622706594
17521,-35.33981,148.077409,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",737395.7528554078
17522,-32.94109,151.142755,Upper Coomera River,559927.9868347015
17523,-36.55708,149.571145,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",898500.3438558138
17524,-33.708301,150.983253,Upper Coomera River,645431.0624231101
17525,-33.427209,150.476664,Balonne River Floodplain,600151.2414162412
17527,-30.385975,152.877218,Upper Coomera River,240852.70643117558
17528,-32.070962,151.480781,Upper Coomera River,457827.0943413631
17529,-30.790942,150.593351,Balonne River Floodplain,343900.5312443414
17530,-31.584403,152.453273,Upper Coomera River,379839.5987294234
17531,-34.72777,150.517453,Balonne River Floodplain,739060.7941558799
17532,-28.31185,153.432812,Upper Coomera River,23026.407501189457
17533,-30.277488,152.739998,Upper Coomera River,230958.8649414078
17534,-28.831166,153.424441,Upper Coomera River,68035.28347634891
17537,-32.689305,150.222064,Balonne River Floodplain,514659.6044736642
17538,-34.744276,150.710111,Balonne River Floodplain,746007.4527316857
17539,-30.442503,152.89145,Upper Coomera River,246967.855490976
17540,-33.638953,149.939128,Balonne River Floodplain,607900.4359271097
17541,-32.829445,150.188891,Balonne River Floodplain,528299.7775733861
17542,-33.998722,150.927738,Balonne River Floodplain,674544.2098244434
17543,-30.430762,152.680868,Upper Coomera River,248910.1864395982
17544,-33.710252,149.964488,Balonne River Floodplain,616188.3395643829
17545,-33.155939,150.570888,Balonne River Floodplain,574992.8402256954
17546,-30.431207,152.678263,Upper Coomera River,249009.21019899656
17547,-36.905834,149.487422,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",933643.8358994399
17548,-36.09975,146.909214,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",814247.2165783135
17549,-33.614239,149.712027,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",597085.7898435349
17551,-33.33482,148.288743,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",521903.67884731304
17552,-34.049345,150.677829,Balonne River Floodplain,671727.8715325255
17554,-33.065259,151.432021,Upper Coomera River,564165.5378311743
17555,-28.312299,153.315959,Upper Coomera River,12630.095407903198
17556,-32.515483,151.520887,Upper Coomera River,503234.4499277988
17557,-34.778034,146.582649,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",668246.3962519416
17558,-33.764284,150.660397,Balonne River Floodplain,641307.5484051149
17559,-28.299393,153.333361,Upper Coomera River,13512.052585110752
17560,-28.794947,153.444936,Upper Coomera River,64878.37622564409
17561,-33.536511,150.669981,Balonne River Floodplain,617869.9852361797
17562,-35.758493,148.214915,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",785255.6801939477
17563,-34.41571,149.097076,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",658502.3394364363
17564,-29.239459,152.018162,Dalrymple and Blackfellow Creeks,142671.6509846958
17565,-37.145889,149.760941,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",965813.0431434998
17566,-33.689451,149.570121,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",599012.9579007376
17567,-31.139088,152.246022,Upper Coomera River,335867.5974333032
17568,-30.333684,153.065033,Upper Coomera River,233348.91588060057
17570,-33.569499,148.666254,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",556571.6329868973
17571,-30.3248,152.710858,Upper Coomera River,236703.62288857432
17572,-32.38004,152.013227,Upper Coomera River,475694.9765054079
17573,-32.542151,149.613319,Balonne River Floodplain,481742.4851441682
17574,-35.828075,147.885627,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",788916.2254427256
17575,-35.862521,147.99363,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",793882.6560931593
17576,-36.281062,150.131206,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",885178.0612849703
17577,-36.555199,148.500839,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",876625.4265053554
17578,-30.173774,152.863357,Upper Coomera River,217486.65639687591
17580,-32.396855,151.220738,Upper Coomera River,500716.47601261333
17582,-28.567998,153.117491,Upper Coomera River,35893.00133073824
17584,-28.769244,153.498031,Upper Coomera River,64302.04778260371
17585,-31.364586,152.493412,Upper Coomera River,354962.5215107895
17586,-33.857225,150.604157,Balonne River Floodplain,649273.6562687221
17588,-37.154501,149.850191,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",968983.0395957786
17590,-35.434687,149.832938,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",787731.0784205088
17592,-30.501181,153.027543,Upper Coomera River,252303.76165578602
17593,-31.83194,151.890435,Upper Coomera River,419800.91537187784
17595,-28.813915,153.242888,Upper Coomera River,62708.924261951935
17596,-31.52861,151.800323,Upper Coomera River,390436.08494828787
17597,-34.753637,146.532934,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",665791.5110296855
17599,-32.161198,151.695516,Upper Coomera River,460481.5342898121
17600,-29.073192,152.532542,Upper Coomera River,112031.9065489835
17602,-30.286798,153.063232,Upper Coomera River,228112.2983904083
17603,-31.436962,152.673722,Upper Coomera River,360109.8841596969
17604,-30.403402,152.858983,Upper Coomera River,243019.11721928086
17605,-33.432217,151.407475,Upper Coomera River,603980.8460824222
17606,-34.236006,150.604434,Balonne River Floodplain,689199.8197866246
17607,-36.905925,149.257365,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",928513.1184891219
17608,-30.443288,152.890686,Upper Coomera River,247063.98771909781
17610,-33.573697,149.254059,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",575472.9294602709
17611,-34.482216,150.764527,Balonne River Floodplain,719885.8647179415
17612,-36.704914,149.39698,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",910065.0820961812
17614,-28.733803,152.460364,Dalrymple and Blackfellow Creeks,82733.96856177773
17615,-28.879239,152.104014,Dalrymple and Blackfellow Creeks,101461.18522105347
17616,-32.402713,149.338492,Balonne River Floodplain,460649.44985146605
17617,-28.557664,152.927798,Upper Coomera River,42851.82910870964
17618,-36.597498,149.360119,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",897719.8475872367
17620,-30.255019,151.44218,Dalrymple and Blackfellow Creeks,267611.71227862744
17621,-28.688804,153.171528,Upper Coomera River,48618.64729254827
17623,-31.225782,151.150767,Dalrymple and Blackfellow Creeks,379496.7431159234
17624,-32.613535,149.628785,Balonne River Floodplain,489826.8765554917
17625,-31.549226,148.760543,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",351494.481919921
17628,-30.449168,152.631584,Upper Coomera River,251912.83431314107
17629,-36.381577,148.17749,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",853140.8634850287
17630,-32.44065,151.169569,Upper Coomera River,507075.1558819781
17632,-28.315784,153.292908,Upper Coomera River,11001.57411405429
17633,-32.855034,150.852146,Balonne River Floodplain,554811.4614360769
17634,-29.058646,151.700479,Dalrymple and Blackfellow Creeks,134337.6351332644
17636,-28.304116,153.389225,Upper Coomera River,18743.883320117166
17637,-28.62558,152.831836,Upper Coomera River,54618.811383125954
17638,-28.77726,153.108646,Upper Coomera River,59128.96831134482
17640,-35.520943,149.773451,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",794856.6576567688
17641,-28.583316,153.181771,Upper Coomera River,36749.484484200926
17642,-34.266808,150.552124,Balonne River Floodplain,690960.4956071131
17643,-29.6916,152.11,Dalrymple and Blackfellow Creeks,191051.74091995237
17644,-36.745153,147.016953,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",885784.1021465444
17645,-28.923963,152.368436,Dalrymple and Blackfellow Creeks,103469.34441674185
17646,-32.552855,148.969675,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",460437.91877044726
17647,-29.984725,152.727254,Upper Coomera River,199137.03838012367
17648,-30.88731,151.152521,Dalrymple and Blackfellow Creeks,343578.56022746756
17649,-28.631491,153.152171,Upper Coomera River,42366.30594543751
17650,-34.710524,150.620331,Balonne River Floodplain,739952.4577456953
17652,-30.431104,152.722424,Upper Coomera River,248179.82968546468
17653,-29.517226,152.360292,Upper Coomera River,162960.9155494554
17654,-33.005853,151.154285,Upper Coomera River,566319.402578609
17655,-31.668377,151.750405,Upper Coomera River,406738.2320086513
